Столбец1;work_year;experience_level;employment_type;job_title;salary;salary_currency;salary_in_usd;employee_residence;remote_ratio;company_location;company_size;continent
512;2023;SE;FT;Data Scientist;295490;USD;295490;US;0;US;M;North America
513;2023;SE;FT;Data Scientist;295490;USD;295490;US;0;US;M;North America
514;2023;SE;FT;Data Scientist;295490;USD;295490;US;0;US;M;North America
515;2023;SE;FT;Data Scientist;295490;USD;295490;US;0;US;M;North America
516;2023;SE;FT;Data Scientist;295490;USD;295490;US;0;US;M;North America
517;2023;SE;FT;Data Scientist;295490;USD;295490;US;0;US;M;North America
518;2023;SE;FT;Data Scientist;295490;USD;295490;US;0;US;M;North America
528;2023;SE;FT;Data Scientist;295000;USD;295000;US;0;US;M;North America
530;2023;SE;FT;Machine Learning Engineer;294000;USD;294000;US;0;US;M;North America
531;2023;SE;FT;Research Scientist;293000;USD;293000;US;0;US;M;North America
532;2023;SE;FT;Data Engineer;293000;USD;293000;US;0;US;M;North America
533;2023;SE;FT;Research Engineer;293000;USD;293000;US;0;US;M;North America
534;2023;SE;FT;Machine Learning Scientist;292200;USD;292200;US;100;US;M;North America
535;2023;SE;FT;Machine Learning Scientist;292000;USD;292000;US;100;US;M;North America
537;2023;SE;FT;ML Engineer;291500;USD;291500;US;0;US;M;North America
538;2023;SE;FT;Data Engineer;291500;USD;291500;US;0;US;M;North America
539;2023;SE;FT;Data Engineer;291500;USD;291500;US;0;US;M;North America
540;2023;SE;FT;Data Engineer;290300;USD;290300;US;0;US;M;North America
547;2023;SE;FT;Data Scientist;290000;USD;290000;US;0;US;M;North America
548;2023;SE;FT;ML Engineer;290000;USD;290000;US;100;US;M;North America
549;2023;EX;FT;Head of Data;290000;USD;290000;US;100;US;L;North America
550;2023;SE;FT;Data Engineer;290000;USD;290000;US;100;US;M;North America
551;2023;SE;FT;Analytics Engineer;289800;USD;289800;US;0;US;M;North America
552;2023;SE;FT;Analytics Engineer;289800;USD;289800;GB;0;GB;M;Europe
553;2023;SE;FT;Analytics Engineer;289800;USD;289800;US;0;US;M;North America
554;2023;SE;FT;Analytics Engineer;289800;USD;289800;US;0;US;M;North America
555;2023;SE;FT;Data Operations Engineer;289120;USD;289120;US;0;US;M;North America
556;2023;SE;FT;Machine Learning Engineer;289076;USD;289076;US;0;US;M;North America
557;2023;SE;FT;ML Engineer;289076;USD;289076;US;0;US;M;North America
561;2023;SE;FT;Data Engineer;288000;USD;288000;US;100;US;M;North America
562;2023;SE;FT;Machine Learning Engineer;288000;USD;288000;US;100;US;M;North America
563;2023;SE;FT;Machine Learning Engineer;288000;USD;288000;US;100;US;M;North America
566;2023;SE;FT;ML Engineer;287700;USD;287700;US;0;US;L;North America
569;2023;SE;FT;Research Scientist;287500;USD;287500;US;0;US;M;North America
570;2023;SE;FT;Data Scientist;287500;USD;287500;US;0;US;M;North America
571;2023;SE;FT;Machine Learning Engineer;287500;USD;287500;US;0;US;M;North America
572;2023;MI;FT;Machine Learning Engineer;287500;USD;287500;AU;0;AU;M;Oceania
573;2023;MI;FT;Machine Learning Engineer;287500;USD;287500;AU;0;AU;M;Oceania
576;2023;SE;FT;Data Engineer;286000;USD;286000;US;0;US;M;North America
577;2023;EX;FT;Data Engineer;286000;USD;286000;US;100;US;M;North America
578;2023;SE;FT;Data Scientist;285800;USD;285800;US;0;US;M;North America
579;2023;SE;FT;Data Scientist;285800;USD;285800;US;100;US;M;North America
583;2023;MI;FT;Machine Learning Engineer;285000;USD;285000;US;0;US;L;North America
584;2023;SE;FT;Data Scientist;285000;USD;285000;US;100;US;M;North America
585;2023;SE;FT;Machine Learning Engineer;285000;USD;285000;US;0;US;M;North America
586;2023;SE;FT;Data Engineer;285000;USD;285000;US;0;US;M;North America
587;2023;SE;FT;Data Architect;285000;USD;285000;US;100;US;M;North America
588;2023;SE;FT;Research Scientist;285000;USD;285000;US;0;US;M;North America
592;2023;SE;FT;Data Engineer;284310;USD;284310;US;0;US;M;North America
593;2023;SE;FT;Data Engineer;284310;USD;284310;US;0;US;M;North America
594;2023;SE;FT;Machine Learning Engineer;284310;USD;284310;US;0;US;M;North America
595;2023;SE;FT;Machine Learning Engineer;284050;USD;284050;US;0;US;M;North America
596;2023;SE;FT;Machine Learning Engineer;284000;USD;284000;US;100;US;M;North America
597;2023;EX;FT;Data Engineer;284000;USD;284000;US;100;US;M;North America
606;2023;SE;FT;Machine Learning Engineer;283780;USD;283780;US;0;US;M;North America
607;2023;SE;FT;Deep Learning Engineer;283780;USD;283780;US;0;US;M;North America
608;2023;SE;FT;Data Engineer;283780;USD;283780;US;0;US;M;North America
609;2023;SE;FT;Machine Learning Engineer;283780;USD;283780;US;0;US;M;North America
610;2023;SE;FT;Data Engineer;283780;USD;283780;US;0;US;M;North America
611;2023;SE;FT;Deep Learning Engineer;283780;USD;283780;US;0;US;M;North America
612;2023;SE;FT;Machine Learning Engineer;283780;USD;283780;US;0;US;M;North America
613;2023;SE;FT;Machine Learning Engineer;283780;USD;283780;US;0;US;M;North America
615;2023;SE;FT;Machine Learning Engineer;283200;USD;283200;US;0;US;M;North America
616;2023;SE;FT;Machine Learning Engineer;283200;USD;283200;US;0;US;M;North America
617;2023;SE;FT;Machine Learning Engineer;283200;USD;283200;US;100;US;M;North America
618;2023;SE;FT;Research Scientist;283050;USD;283050;US;0;US;M;North America
619;2023;SE;FT;Data Scientist;283000;USD;283000;US;0;US;M;North America
622;2023;SE;FT;Data Engineer;282000;USD;282000;US;0;US;M;North America
623;2023;SE;FT;Data Engineer;282000;USD;282000;US;0;US;M;North America
624;2023;EN;FT;Applied Scientist;281700;USD;281700;US;0;US;M;North America
625;2023;SE;FT;Data Scientist;281000;USD;281000;CA;0;CA;M;North America
626;2023;SE;FT;Data Scientist;281000;USD;281000;CA;0;CA;M;North America
627;2023;SE;FT;Research Engineer;281000;USD;281000;US;0;US;M;North America
628;2023;SE;FT;Data Scientist;281000;USD;281000;CA;0;CA;M;North America
629;2023;SE;FT;Data Scientist;280889;USD;280889;US;0;US;M;North America
630;2023;SE;FT;Data Scientist;280889;USD;280889;US;0;US;M;North America
631;2023;SE;FT;Data Scientist;280830;USD;280830;CA;100;CA;M;North America
632;2023;MI;FT;Machine Learning Engineer;280700;USD;280700;US;100;US;M;North America
633;2023;SE;FT;Data Engineer;280600;USD;280600;US;0;US;M;North America
634;2023;SE;FT;Data Engineer;280600;USD;280600;US;0;US;M;North America
635;2023;SE;FT;Data Architect;280100;USD;280100;US;100;US;M;North America
636;2023;SE;FT;Data Architect;280100;USD;280100;US;100;US;M;North America
643;2023;SE;FT;Machine Learning Engineer;280000;USD;280000;US;0;US;M;North America
644;2023;MI;FT;Data Science;280000;USD;280000;US;0;US;M;North America
645;2023;SE;FT;Data Scientist;280000;USD;280000;US;100;US;M;North America
646;2023;SE;FT;Data Engineer;280000;USD;280000;US;0;US;M;North America
647;2023;SE;FT;Machine Learning Engineer;280000;USD;280000;US;0;US;M;North America
648;2023;SE;FT;Data Engineer;280000;USD;280000;US;0;US;M;North America
649;2023;SE;FT;Data Analyst;280000;USD;280000;US;0;US;M;North America
650;2023;SE;FT;Machine Learning Engineer;280000;USD;280000;US;0;US;M;North America
651;2023;SE;FT;Machine Learning Scientist;280000;USD;280000;US;100;US;M;North America
652;2023;SE;FT;Machine Learning Engineer;280000;USD;280000;US;0;US;M;North America
653;2023;SE;FT;Machine Learning Engineer;280000;USD;280000;US;0;US;M;North America
654;2023;SE;FT;Data Analyst;280000;USD;280000;US;0;US;M;North America
655;2023;MI;FT;Research Scientist;280000;USD;280000;GB;50;GB;L;Europe
656;2023;SE;FT;Computer Vision Engineer;280000;USD;280000;US;0;US;M;North America
657;2023;SE;FT;Computer Vision Engineer;280000;USD;280000;US;0;US;M;North America
670;2023;SE;FT;Research Scientist;278700;USD;278700;US;0;US;M;North America
671;2023;SE;FT;Research Scientist;278700;USD;278700;US;0;US;M;North America
672;2023;SE;FT;Research Scientist;278700;USD;278700;US;0;US;M;North America
673;2023;SE;FT;Research Scientist;278700;USD;278700;US;0;US;M;North America
674;2023;SE;FT;Research Scientist;278700;USD;278700;US;0;US;M;North America
675;2023;SE;FT;Data Scientist;278700;USD;278700;US;0;US;M;North America
676;2023;SE;FT;Data Scientist;278700;USD;278700;US;0;US;M;North America
677;2023;SE;FT;Data Scientist;278700;USD;278700;US;0;US;M;North America
678;2023;SE;FT;Research Scientist;278700;USD;278700;US;0;US;M;North America
679;2023;SE;FT;Data Engineer;278300;USD;278300;US;0;US;M;North America
680;2023;SE;FT;Machine Learning Engineer;278000;USD;278000;US;0;US;M;North America
681;2023;SE;FT;Data Scientist;277500;USD;277500;US;0;US;M;North America
682;2023;SE;FT;Data Scientist;277300;USD;277300;GB;0;GB;M;Europe
687;2023;SE;FT;Data Scientist;277000;USD;277000;US;0;US;M;North America
694;2023;SE;FT;ML Engineer;276000;USD;276000;US;0;US;M;North America
695;2023;SE;FT;ML Engineer;276000;USD;276000;US;0;US;M;North America
696;2023;SE;FT;ML Engineer;276000;USD;276000;US;0;US;M;North America
697;2023;SE;FT;Machine Learning Engineer;276000;USD;276000;US;0;US;M;North America
698;2023;SE;FT;Data Engineer;276000;USD;276000;US;100;US;M;North America
699;2023;SE;FT;Machine Learning Engineer;276000;USD;276000;US;0;US;M;North America
700;2021;SE;FT;Lead Data Engineer;276000;USD;276000;US;0;US;L;North America
701;2023;SE;FT;Data Scientist;275500;USD;275500;US;0;US;M;North America
702;2023;SE;FT;Data Scientist;275300;USD;275300;US;100;US;M;North America
703;2023;SE;FT;ML Engineer;275300;USD;275300;US;100;US;M;North America
704;2023;SE;FT;Data Engineer;275300;USD;275300;US;100;US;M;North America
705;2023;SE;FT;Analytics Engineer;275300;USD;275300;US;100;US;M;North America
706;2023;SE;FT;Data Scientist;275300;USD;275300;US;100;US;M;North America
707;2023;SE;FT;Data Scientist;275300;USD;275300;US;100;US;M;North America
708;2023;SE;FT;Data Scientist;275300;USD;275300;US;100;US;M;North America
709;2023;SE;FT;Data Scientist;275300;USD;275300;US;100;US;M;North America
710;2023;SE;FT;Data Scientist;275300;USD;275300;US;100;US;M;North America
711;2023;SE;FT;Analytics Engineer;275300;USD;275300;US;100;US;M;North America
712;2023;SE;FT;Data Scientist;275300;USD;275300;US;100;US;M;North America
713;2023;SE;FT;Data Scientist;275300;USD;275300;US;100;US;M;North America
714;2023;SE;FT;Data Scientist;275300;USD;275300;US;100;US;M;North America
716;2023;SE;FT;Machine Learning Engineer;275000;USD;275000;US;0;US;M;North America
717;2023;SE;FT;ML Engineer;275000;USD;275000;DE;0;DE;M;Europe
718;2023;SE;FT;ML Engineer;275000;USD;275000;US;0;US;M;North America
719;2023;SE;FT;Data Engineer;275000;USD;275000;US;0;US;M;North America
720;2023;SE;FT;Machine Learning Engineer;275000;USD;275000;US;0;US;M;North America
721;2023;SE;FT;Machine Learning Engineer;275000;USD;275000;US;0;US;M;North America
722;2023;SE;FT;Machine Learning Engineer;275000;USD;275000;US;0;US;M;North America
723;2023;SE;FT;Research Scientist;275000;USD;275000;US;0;US;M;North America
724;2023;MI;FT;Data Engineer;275000;USD;275000;CA;0;CA;M;North America
725;2023;SE;FT;Machine Learning Engineer;275000;USD;275000;US;0;US;M;North America
726;2023;MI;FT;Research Scientist;275000;USD;275000;US;0;US;M;North America
727;2023;MI;FT;Research Scientist;275000;USD;275000;US;0;US;M;North America
728;2023;SE;FT;Research Engineer;275000;USD;275000;DE;0;DE;M;Europe
729;2022;SE;FT;AI Developer;275000;USD;275000;CA;0;CA;S;North America
730;2023;SE;FT;Data Engineer;275000;USD;275000;US;0;US;M;North America
731;2023;SE;FT;Machine Learning Engineer;275000;USD;275000;DE;0;DE;M;Europe
732;2023;SE;FT;NLP Engineer;275000;USD;275000;US;0;US;M;North America
733;2022;SE;FT;Data Engineer;275000;USD;275000;US;100;US;M;North America
735;2023;SE;FT;Data Architect;274450;USD;274450;US;0;US;M;North America
738;2023;SE;FT;Data Scientist;273500;USD;273500;US;0;US;M;North America
739;2023;SE;FT;Machine Learning Engineer;273400;USD;273400;US;0;US;M;North America
740;2023;SE;FT;Research Scientist;273400;USD;273400;US;0;US;M;North America
741;2023;SE;FT;Machine Learning Engineer;273400;USD;273400;US;100;US;M;North America
742;2023;SE;FT;Machine Learning Engineer;273400;USD;273400;US;0;US;M;North America
743;2023;SE;FT;Research Engineer;273000;USD;273000;US;0;US;M;North America
745;2023;SE;FT;Data Scientist;272550;USD;272550;US;0;US;M;North America
746;2022;SE;FT;Data Scientist;272550;USD;272550;US;100;US;M;North America
748;2023;SE;FT;Data Scientist;272400;USD;272400;US;0;US;M;North America
749;2023;EX;FT;Data Science Manager;272400;USD;272400;US;0;US;L;North America
750;2023;SE;FT;Data Science Manager;272400;USD;272400;US;0;US;L;North America
751;2023;SE;FT;Data Scientist;272300;USD;272300;US;0;US;M;North America
752;2023;SE;FT;Data Scientist;272290;USD;272290;US;100;US;M;North America
753;2023;SE;FT;Data Science Lead;272000;USD;272000;US;0;US;M;North America
754;2023;SE;FT;Machine Learning Software Engineer;272000;USD;272000;US;0;US;M;North America
755;2023;SE;FT;Data Engineer;270703;USD;270703;US;0;US;M;North America
760;2023;SE;FT;Data Science;270250;USD;270250;US;0;US;M;North America
765;2023;SE;FT;ML Engineer;270000;USD;270000;US;100;US;M;North America
766;2023;MI;FT;Research Scientist;270000;USD;270000;US;0;US;L;North America
767;2023;EX;FT;Head of Data;270000;USD;270000;US;100;US;M;North America
768;2023;SE;FT;ML Engineer;270000;USD;270000;US;100;US;M;North America
769;2023;SE;FT;Data Scientist;270000;USD;270000;US;0;US;M;North America
770;2023;MI;FT;Data Science Manager;270000;USD;270000;US;100;US;M;North America
771;2021;MI;CT;ML Engineer;270000;USD;270000;US;100;US;L;North America
772;2023;EX;FT;Head of Data;269600;USD;269600;US;100;US;M;North America
773;2023;EX;FT;Head of Data;269600;USD;269600;US;100;US;M;North America
774;2023;EX;FT;Head of Data;269600;USD;269600;US;0;US;M;North America
775;2023;EX;FT;Head of Data;269600;USD;269600;US;0;US;M;North America
776;2023;SE;FT;Machine Learning Engineer;269500;USD;269500;US;0;US;M;North America
777;2023;SE;FT;Machine Learning Engineer;269500;USD;269500;US;0;US;M;North America
778;2023;SE;FT;Machine Learning Engineer;269500;USD;269500;US;0;US;M;North America
780;2023;SE;FT;Data Engineer;269100;USD;269100;US;0;US;M;North America
782;2023;SE;FT;Machine Learning Engineer;269000;USD;269000;CA;100;CA;M;North America
785;2023;SE;FT;Data Scientist;268000;USD;268000;US;0;US;M;North America
786;2023;EX;FT;Data Engineer;268000;USD;268000;US;100;US;M;North America
787;2023;SE;FT;Data Scientist;268000;USD;268000;US;0;US;M;North America
788;2023;SE;FT;Machine Learning Engineer;268000;USD;268000;US;100;US;M;North America
791;2023;SE;FT;Machine Learning Engineer;267720;USD;267720;US;0;US;M;North America
792;2023;SE;FT;ML Engineer;267720;USD;267720;US;0;US;M;North America
793;2023;SE;FT;Machine Learning Engineer;267720;USD;267720;US;0;US;M;North America
794;2023;SE;FT;Machine Learning Engineer;267720;USD;267720;US;0;US;M;North America
795;2023;SE;FT;Machine Learning Engineer;267720;USD;267720;US;0;US;M;North America
796;2023;SE;FT;Machine Learning Engineer;267720;USD;267720;US;0;US;M;North America
797;2023;SE;FT;Machine Learning Engineer;267720;USD;267720;US;0;US;M;North America
798;2023;SE;FT;Machine Learning Engineer;267720;USD;267720;US;0;US;M;North America
801;2023;SE;FT;Data Scientist;267100;USD;267100;US;100;US;M;North America
802;2023;SE;FT;Data Scientist;267100;USD;267100;US;100;US;M;North America
803;2023;SE;FT;Analytics Engineer;267000;USD;267000;US;0;US;M;North America
806;2023;SE;FT;Machine Learning Engineer;266875;USD;266875;US;0;US;M;North America
807;2023;SE;FT;Data Engineer;266875;USD;266875;US;0;US;M;North America
808;2023;SE;FT;Machine Learning Engineer;266500;USD;266500;US;0;US;M;North America
809;2023;SE;FT;Machine Learning Engineer;266500;USD;266500;US;0;US;M;North America
810;2023;SE;FT;Machine Learning Engineer;266500;USD;266500;CA;0;CA;M;North America
812;2023;SE;FT;Research Engineer;266450;USD;266450;US;0;US;M;North America
813;2023;SE;FT;Research Engineer;266450;USD;266450;US;0;US;M;North America
814;2023;SE;FT;Data Science Engineer;266450;USD;266450;US;0;US;M;North America
815;2023;SE;FT;Machine Learning Engineer;266400;USD;266400;US;0;US;M;North America
816;2022;SE;FT;Data Architect;266400;USD;266400;US;100;US;M;North America
818;2023;SE;FT;Data Engineer;266000;USD;266000;US;0;US;M;North America
819;2023;SE;FT;Machine Learning Engineer;266000;USD;266000;US;0;US;M;North America
820;2023;SE;FT;Data Scientist;266000;USD;266000;US;0;US;M;North America
821;2023;SE;FT;Machine Learning Engineer;265800;USD;265800;US;100;US;M;North America
822;2023;EX;FT;Data Engineer;265800;USD;265800;US;100;US;M;North America
825;2023;SE;FT;Data Scientist;265000;USD;265000;US;100;US;M;North America
826;2023;SE;FT;Data Scientist;265000;USD;265000;US;100;US;M;North America
827;2023;SE;FT;Data Scientist;265000;USD;265000;US;100;US;M;North America
828;2023;SE;FT;Data Engineer;265000;USD;265000;US;100;US;M;North America
829;2023;EX;FT;Data Engineer;265000;USD;265000;US;0;US;M;North America
830;2023;SE;FT;Data Engineer;265000;USD;265000;US;0;US;M;North America
831;2023;SE;FT;Data Engineer;265000;USD;265000;US;100;US;M;North America
832;2023;SE;FT;Data Scientist;264846;USD;264846;US;0;US;M;North America
833;2023;SE;FT;Machine Learning Engineer;264400;USD;264400;US;100;US;M;North America
835;2023;SE;FT;Machine Learning Engineer;263500;USD;263500;US;100;US;M;North America
836;2023;SE;FT;Data Architect;263100;USD;263100;US;0;US;M;North America
839;2023;SE;FT;Applied Scientist;262500;USD;262500;US;0;US;L;North America
841;2023;SE;FT;ML Engineer;262269;USD;262269;US;100;US;M;North America
842;2023;SE;FT;Machine Learning Engineer;262000;USD;262000;US;0;US;M;North America
843;2023;SE;FT;Data Scientist;262000;USD;262000;US;100;US;M;North America
844;2023;SE;FT;Machine Learning Engineer;262000;USD;262000;US;0;US;M;North America
845;2023;SE;FT;Data Scientist;262000;USD;262000;US;100;US;M;North America
846;2023;SE;FT;Research Engineer;261500;USD;261500;US;0;US;L;North America
847;2023;SE;FT;Machine Learning Engineer;261500;USD;261500;US;0;US;L;North America
848;2023;SE;FT;Machine Learning Engineer;261500;USD;261500;US;0;US;L;North America
851;2023;MI;FT;Data Scientist;260600;USD;260600;US;0;US;M;North America
852;2022;EX;FT;Data Science Manager;260500;USD;260500;US;0;US;M;North America
870;2023;SE;FT;Research Scientist;260000;USD;260000;US;0;US;M;North America
871;2023;SE;FT;Data Scientist;260000;USD;260000;US;0;US;M;North America
872;2023;SE;FT;Applied Scientist;260000;USD;260000;US;0;US;L;North America
873;2023;SE;FT;Applied Scientist;260000;USD;260000;US;0;US;L;North America
874;2023;MI;FT;Applied Scientist;260000;USD;260000;US;0;US;L;North America
875;2023;SE;FT;Applied Scientist;260000;USD;260000;US;0;US;L;North America
876;2023;SE;FT;Applied Scientist;260000;USD;260000;US;0;US;L;North America
877;2023;SE;FT;Machine Learning Engineer;260000;USD;260000;US;0;US;M;North America
878;2023;MI;FT;Machine Learning Engineer;260000;USD;260000;US;0;US;M;North America
879;2023;SE;FT;Applied Scientist;260000;USD;260000;US;0;US;L;North America
880;2023;SE;FT;Applied Scientist;260000;USD;260000;US;0;US;L;North America
881;2023;SE;FT;Applied Scientist;260000;USD;260000;US;0;US;L;North America
882;2023;SE;FT;Machine Learning Engineer;260000;USD;260000;US;0;US;M;North America
883;2023;SE;FT;Machine Learning Engineer;260000;USD;260000;US;0;US;M;North America
884;2023;SE;FT;Machine Learning Infrastructure Engineer;260000;USD;260000;US;100;US;M;North America
885;2023;SE;FT;AI Developer;260000;USD;260000;US;0;US;M;North America
886;2023;SE;FT;Data Scientist;260000;USD;260000;US;0;US;M;North America
